engine_code	glyph_index	NFT_byte_offset
AF9F	FFFF	unsupported
AFA0	FFFF	unsupported
AFA1	FFFF	unsupported
AFA2	FFFF	unsupported
AFA3	FFFF	unsupported
AFA4	FFFF	unsupported
AFA5	FFFF	unsupported
AFA6	FFFF	unsupported
AFA7	FFFF	unsupported
AFA8	FFFF	unsupported
AFA9	FFFF	unsupported
AFAA	FFFF	unsupported
AFAB	FFFF	unsupported
AFAC	FFFF	unsupported
AFAD	FFFF	unsupported
AFAE	FFFF	unsupported
AFAF	FFFF	unsupported
AFB0	FFFF	unsupported
AFB1	FFFF	unsupported
AFB2	FFFF	unsupported
AFB3	FFFF	unsupported
AFB4	FFFF	unsupported
AFB5	FFFF	unsupported
AFB6	FFFF	unsupported
AFB7	FFFF	unsupported
AFB8	FFFF	unsupported
AFB9	FFFF	unsupported
AFBA	FFFF	unsupported
AFBB	FFFF	unsupported
AFBC	FFFF	unsupported
AFBD	FFFF	unsupported
AFBE	FFFF	unsupported
AFBF	FFFF	unsupported
AFC0	FFFF	unsupported
AFC1	FFFF	unsupported
AFC2	FFFF	unsupported
AFC3	FFFF	unsupported
AFC4	FFFF	unsupported
AFC5	FFFF	unsupported
AFC6	FFFF	unsupported
AFC7	FFFF	unsupported
AFC8	FFFF	unsupported
AFC9	FFFF	unsupported
AFCA	FFFF	unsupported
AFCB	FFFF	unsupported
AFCC	FFFF	unsupported
AFCD	FFFF	unsupported
AFCE	FFFF	unsupported
AFCF	FFFF	unsupported
AFD0	FFFF	unsupported
AFD1	FFFF	unsupported
AFD2	FFFF	unsupported
AFD3	FFFF	unsupported
AFD4	FFFF	unsupported
AFD5	FFFF	unsupported
AFD6	FFFF	unsupported
AFD7	FFFF	unsupported
AFD8	FFFF	unsupported
AFD9	FFFF	unsupported
AFDA	FFFF	unsupported
AFDB	FFFF	unsupported
AFDC	FFFF	unsupported
AFDD	FFFF	unsupported
AFDE	FFFF	unsupported
AFDF	FFFF	unsupported
AFE0	FFFF	unsupported
AFE1	FFFF	unsupported
AFE2	FFFF	unsupported
AFE3	FFFF	unsupported
AFE4	FFFF	unsupported
AFE5	FFFF	unsupported
AFE6	FFFF	unsupported
AFE7	FFFF	unsupported
AFE8	FFFF	unsupported
AFE9	FFFF	unsupported
AFEA	FFFF	unsupported
AFEB	FFFF	unsupported
AFEC	FFFF	unsupported
AFED	FFFF	unsupported
AFEE	FFFF	unsupported
AFEF	FFFF	unsupported
AFF0	FFFF	unsupported
AFF1	FFFF	unsupported
AFF2	FFFF	unsupported
AFF3	FFFF	unsupported
AFF4	FFFF	unsupported
AFF5	FFFF	unsupported
AFF6	FFFF	unsupported
AFF7	FFFF	unsupported
AFF8	FFFF	unsupported
AFF9	FFFF	unsupported
AFFA	FFFF	unsupported
AFFB	FFFF	unsupported
AFFC	FFFF	unsupported
AFFD	FFFF	unsupported
AFFE	FFFF	unsupported
AFFF	FFFF	unsupported
B000	FFFF	unsupported
B001	FFFF	unsupported
B002	FFFF	unsupported
B003	FFFF	unsupported
B004	FFFF	unsupported
B005	FFFF	unsupported
B006	FFFF	unsupported
B007	FFFF	unsupported
B008	FFFF	unsupported
B009	FFFF	unsupported
B00A	FFFF	unsupported
B00B	FFFF	unsupported
B00C	FFFF	unsupported
B00D	FFFF	unsupported
B00E	FFFF	unsupported
B00F	FFFF	unsupported
B010	FFFF	unsupported
B011	FFFF	unsupported
B012	FFFF	unsupported
B013	FFFF	unsupported
B014	FFFF	unsupported
B015	FFFF	unsupported
B016	FFFF	unsupported
B017	FFFF	unsupported
B018	FFFF	unsupported
B019	FFFF	unsupported
B01A	FFFF	unsupported
B01B	FFFF	unsupported
B01C	FFFF	unsupported
B01D	FFFF	unsupported
B01E	FFFF	unsupported
B01F	FFFF	unsupported
B020	FFFF	unsupported
B021	FFFF	unsupported
B022	FFFF	unsupported
B023	FFFF	unsupported
B024	FFFF	unsupported
B025	FFFF	unsupported
B026	FFFF	unsupported
B027	FFFF	unsupported
B028	FFFF	unsupported
B029	FFFF	unsupported
B02A	FFFF	unsupported
B02B	FFFF	unsupported
B02C	FFFF	unsupported
B02D	FFFF	unsupported
B02E	FFFF	unsupported
B02F	FFFF	unsupported
B030	FFFF	unsupported
B031	FFFF	unsupported
B032	FFFF	unsupported
B033	FFFF	unsupported
B034	FFFF	unsupported
B035	FFFF	unsupported
B036	FFFF	unsupported
B037	FFFF	unsupported
B038	FFFF	unsupported
B039	FFFF	unsupported
B03A	FFFF	unsupported
B03B	FFFF	unsupported
B03C	FFFF	unsupported
B03D	FFFF	unsupported
B03E	FFFF	unsupported
B03F	FFFF	unsupported
B040	FFFF	unsupported
B041	FFFF	unsupported
B042	FFFF	unsupported
B043	FFFF	unsupported
B044	FFFF	unsupported
B045	FFFF	unsupported
B046	FFFF	unsupported
B047	FFFF	unsupported
B048	FFFF	unsupported
B049	FFFF	unsupported
B04A	FFFF	unsupported
B04B	FFFF	unsupported
B04C	FFFF	unsupported
B04D	FFFF	unsupported
B04E	FFFF	unsupported
B04F	FFFF	unsupported
B050	FFFF	unsupported
B051	FFFF	unsupported
B052	FFFF	unsupported
B053	FFFF	unsupported
B054	FFFF	unsupported
B055	FFFF	unsupported
B056	FFFF	unsupported
B057	FFFF	unsupported
B058	FFFF	unsupported
B059	FFFF	unsupported
B05A	FFFF	unsupported
B05B	FFFF	unsupported
B05C	FFFF	unsupported
B05D	FFFF	unsupported
B05E	FFFF	unsupported
B05F	FFFF	unsupported
B060	FFFF	unsupported
B061	FFFF	unsupported
B062	FFFF	unsupported
B063	FFFF	unsupported
B064	FFFF	unsupported
B065	FFFF	unsupported
B066	FFFF	unsupported
B067	FFFF	unsupported
B068	FFFF	unsupported
B069	FFFF	unsupported
B06A	FFFF	unsupported
B06B	FFFF	unsupported
B06C	FFFF	unsupported
B06D	FFFF	unsupported
B06E	FFFF	unsupported
B06F	FFFF	unsupported
B070	FFFF	unsupported
B071	FFFF	unsupported
B072	FFFF	unsupported
B073	FFFF	unsupported
B074	FFFF	unsupported
B075	FFFF	unsupported
B076	FFFF	unsupported
B077	FFFF	unsupported
B078	FFFF	unsupported
B079	FFFF	unsupported
B07A	FFFF	unsupported
B07B	FFFF	unsupported
B07C	FFFF	unsupported
B07D	FFFF	unsupported
B07E	FFFF	unsupported
B07F	FFFF	unsupported
B080	FFFF	unsupported
B081	FFFF	unsupported
B082	FFFF	unsupported
B083	FFFF	unsupported
B084	FFFF	unsupported
B085	FFFF	unsupported
B086	FFFF	unsupported
B087	FFFF	unsupported
B088	FFFF	unsupported
B089	FFFF	unsupported
B08A	FFFF	unsupported
B08B	FFFF	unsupported
B08C	FFFF	unsupported
B08D	FFFF	unsupported
B08E	FFFF	unsupported
B08F	FFFF	unsupported
B090	FFFF	unsupported
B091	FFFF	unsupported
B092	FFFF	unsupported
B093	FFFF	unsupported
B094	FFFF	unsupported
B095	FFFF	unsupported
B096	FFFF	unsupported
B097	FFFF	unsupported
B098	FFFF	unsupported
B099	FFFF	unsupported
B09A	FFFF	unsupported
B09B	FFFF	unsupported
B09C	FFFF	unsupported
B09D	FFFF	unsupported
B09E	FFFF	unsupported
B09F	FFFF	unsupported
B0A0	FFFF	unsupported
B0A1	FFFF	unsupported
B0A2	FFFF	unsupported
B0A3	FFFF	unsupported
B0A4	FFFF	unsupported
B0A5	FFFF	unsupported
B0A6	FFFF	unsupported
B0A7	FFFF	unsupported
B0A8	FFFF	unsupported
B0A9	FFFF	unsupported
B0AA	FFFF	unsupported
B0AB	FFFF	unsupported
B0AC	FFFF	unsupported
B0AD	FFFF	unsupported
B0AE	FFFF	unsupported
B0AF	FFFF	unsupported
B0B0	FFFF	unsupported
B0B1	FFFF	unsupported
B0B2	FFFF	unsupported
B0B3	FFFF	unsupported
B0B4	FFFF	unsupported
B0B5	FFFF	unsupported
B0B6	FFFF	unsupported
B0B7	FFFF	unsupported
B0B8	FFFF	unsupported
B0B9	FFFF	unsupported
B0BA	FFFF	unsupported
B0BB	FFFF	unsupported
B0BC	FFFF	unsupported
B0BD	FFFF	unsupported
B0BE	FFFF	unsupported
B0BF	FFFF	unsupported
B0C0	FFFF	unsupported
B0C1	FFFF	unsupported
B0C2	FFFF	unsupported
B0C3	FFFF	unsupported
B0C4	FFFF	unsupported
B0C5	FFFF	unsupported
B0C6	FFFF	unsupported
B0C7	FFFF	unsupported
B0C8	FFFF	unsupported
B0C9	FFFF	unsupported
B0CA	FFFF	unsupported
B0CB	FFFF	unsupported
B0CC	FFFF	unsupported
B0CD	FFFF	unsupported
B0CE	FFFF	unsupported
B0CF	FFFF	unsupported
B0D0	FFFF	unsupported
B0D1	FFFF	unsupported
B0D2	FFFF	unsupported
B0D3	FFFF	unsupported
B0D4	FFFF	unsupported
B0D5	FFFF	unsupported
B0D6	FFFF	unsupported
B0D7	FFFF	unsupported
B0D8	FFFF	unsupported
B0D9	FFFF	unsupported
B0DA	FFFF	unsupported
B0DB	FFFF	unsupported
B0DC	FFFF	unsupported
B0DD	FFFF	unsupported
B0DE	FFFF	unsupported
B0DF	FFFF	unsupported
B0E0	FFFF	unsupported
B0E1	FFFF	unsupported
B0E2	FFFF	unsupported
B0E3	FFFF	unsupported
B0E4	FFFF	unsupported
B0E5	FFFF	unsupported
B0E6	FFFF	unsupported
B0E7	FFFF	unsupported
B0E8	FFFF	unsupported
B0E9	FFFF	unsupported
B0EA	FFFF	unsupported
B0EB	FFFF	unsupported
B0EC	FFFF	unsupported
B0ED	FFFF	unsupported
B0EE	FFFF	unsupported
B0EF	FFFF	unsupported
B0F0	FFFF	unsupported
B0F1	FFFF	unsupported
B0F2	FFFF	unsupported
B0F3	FFFF	unsupported
B0F4	FFFF	unsupported
B0F5	FFFF	unsupported
B0F6	FFFF	unsupported
B0F7	FFFF	unsupported
B0F8	FFFF	unsupported
B0F9	FFFF	unsupported
B0FA	FFFF	unsupported
B0FB	FFFF	unsupported
B0FC	FFFF	unsupported
B0FD	FFFF	unsupported
B0FE	FFFF	unsupported
B0FF	FFFF	unsupported
B100	FFFF	unsupported
B101	FFFF	unsupported
B102	FFFF	unsupported
B103	FFFF	unsupported
B104	FFFF	unsupported
B105	FFFF	unsupported
B106	FFFF	unsupported
B107	FFFF	unsupported
B108	FFFF	unsupported
B109	FFFF	unsupported
B10A	FFFF	unsupported
B10B	FFFF	unsupported
B10C	FFFF	unsupported
B10D	FFFF	unsupported
B10E	FFFF	unsupported
B10F	FFFF	unsupported
B110	FFFF	unsupported
B111	FFFF	unsupported
B112	FFFF	unsupported
B113	FFFF	unsupported
B114	FFFF	unsupported
B115	FFFF	unsupported
B116	FFFF	unsupported
B117	FFFF	unsupported
B118	FFFF	unsupported
B119	FFFF	unsupported
B11A	FFFF	unsupported
B11B	FFFF	unsupported
B11C	FFFF	unsupported
B11D	FFFF	unsupported
B11E	FFFF	unsupported
B11F	FFFF	unsupported
B120	FFFF	unsupported
B121	FFFF	unsupported
B122	FFFF	unsupported
B123	FFFF	unsupported
B124	FFFF	unsupported
B125	FFFF	unsupported
B126	FFFF	unsupported
B127	FFFF	unsupported
B128	FFFF	unsupported
B129	FFFF	unsupported
B12A	FFFF	unsupported
B12B	FFFF	unsupported
B12C	FFFF	unsupported
B12D	FFFF	unsupported
B12E	FFFF	unsupported
B12F	FFFF	unsupported
B130	FFFF	unsupported
B131	FFFF	unsupported
B132	FFFF	unsupported
B133	FFFF	unsupported
B134	FFFF	unsupported
B135	FFFF	unsupported
B136	FFFF	unsupported
B137	FFFF	unsupported
B138	FFFF	unsupported
B139	FFFF	unsupported
B13A	FFFF	unsupported
B13B	FFFF	unsupported
B13C	FFFF	unsupported
B13D	FFFF	unsupported
B13E	FFFF	unsupported
B13F	FFFF	unsupported
B140	FFFF	unsupported
B141	FFFF	unsupported
B142	FFFF	unsupported
B143	FFFF	unsupported
B144	FFFF	unsupported
B145	FFFF	unsupported
B146	FFFF	unsupported
B147	FFFF	unsupported
B148	FFFF	unsupported
B149	FFFF	unsupported
B14A	FFFF	unsupported
B14B	FFFF	unsupported
B14C	FFFF	unsupported
B14D	FFFF	unsupported
B14E	FFFF	unsupported
B14F	FFFF	unsupported
B150	FFFF	unsupported
B151	FFFF	unsupported
B152	FFFF	unsupported
B153	FFFF	unsupported
B154	FFFF	unsupported
B155	FFFF	unsupported
B156	FFFF	unsupported
B157	FFFF	unsupported
B158	FFFF	unsupported
B159	FFFF	unsupported
B15A	FFFF	unsupported
B15B	FFFF	unsupported
B15C	FFFF	unsupported
B15D	FFFF	unsupported
B15E	FFFF	unsupported
B15F	FFFF	unsupported
B160	FFFF	unsupported
B161	FFFF	unsupported
B162	FFFF	unsupported
B163	FFFF	unsupported
B164	FFFF	unsupported
B165	FFFF	unsupported
B166	FFFF	unsupported
B167	FFFF	unsupported
B168	FFFF	unsupported
B169	FFFF	unsupported
B16A	FFFF	unsupported
B16B	FFFF	unsupported
B16C	FFFF	unsupported
B16D	FFFF	unsupported
B16E	FFFF	unsupported
B16F	FFFF	unsupported
B170	FFFF	unsupported
B171	FFFF	unsupported
B172	FFFF	unsupported
B173	FFFF	unsupported
B174	FFFF	unsupported
B175	FFFF	unsupported
B176	FFFF	unsupported
B177	FFFF	unsupported
B178	FFFF	unsupported
B179	FFFF	unsupported
B17A	FFFF	unsupported
B17B	FFFF	unsupported
B17C	FFFF	unsupported
B17D	FFFF	unsupported
B17E	FFFF	unsupported
B17F	FFFF	unsupported
B180	FFFF	unsupported
B181	FFFF	unsupported
B182	FFFF	unsupported
B183	FFFF	unsupported
B184	FFFF	unsupported
B185	FFFF	unsupported
B186	FFFF	unsupported
B187	FFFF	unsupported
B188	FFFF	unsupported
B189	FFFF	unsupported
B18A	FFFF	unsupported
B18B	FFFF	unsupported
B18C	FFFF	unsupported
B18D	FFFF	unsupported
B18E	FFFF	unsupported
B18F	FFFF	unsupported
B190	FFFF	unsupported
B191	FFFF	unsupported
B192	FFFF	unsupported
B193	FFFF	unsupported
B194	FFFF	unsupported
B195	FFFF	unsupported
B196	FFFF	unsupported
B197	FFFF	unsupported
B198	FFFF	unsupported
B199	FFFF	unsupported
B19A	FFFF	unsupported
B19B	FFFF	unsupported
B19C	FFFF	unsupported
B19D	FFFF	unsupported
B19E	FFFF	unsupported
B19F	FFFF	unsupported
B1A0	FFFF	unsupported
B1A1	FFFF	unsupported
B1A2	FFFF	unsupported
B1A3	FFFF	unsupported
B1A4	FFFF	unsupported
B1A5	FFFF	unsupported
B1A6	FFFF	unsupported
B1A7	FFFF	unsupported
B1A8	FFFF	unsupported
B1A9	FFFF	unsupported
B1AA	FFFF	unsupported
B1AB	FFFF	unsupported
B1AC	FFFF	unsupported
B1AD	FFFF	unsupported
B1AE	FFFF	unsupported
B1AF	FFFF	unsupported
B1B0	FFFF	unsupported
B1B1	FFFF	unsupported
B1B2	FFFF	unsupported
B1B3	FFFF	unsupported
B1B4	FFFF	unsupported
B1B5	FFFF	unsupported
B1B6	FFFF	unsupported
B1B7	FFFF	unsupported
B1B8	FFFF	unsupported
B1B9	FFFF	unsupported
B1BA	FFFF	unsupported
B1BB	FFFF	unsupported
B1BC	FFFF	unsupported
B1BD	FFFF	unsupported
B1BE	FFFF	unsupported
B1BF	FFFF	unsupported
B1C0	FFFF	unsupported
B1C1	FFFF	unsupported
B1C2	FFFF	unsupported
B1C3	FFFF	unsupported
B1C4	FFFF	unsupported
B1C5	FFFF	unsupported
B1C6	FFFF	unsupported
B1C7	FFFF	unsupported
B1C8	FFFF	unsupported
B1C9	FFFF	unsupported
B1CA	FFFF	unsupported
B1CB	FFFF	unsupported
B1CC	FFFF	unsupported
B1CD	FFFF	unsupported
B1CE	FFFF	unsupported
B1CF	FFFF	unsupported
B1D0	FFFF	unsupported
B1D1	FFFF	unsupported
B1D2	FFFF	unsupported
B1D3	FFFF	unsupported
B1D4	FFFF	unsupported
B1D5	FFFF	unsupported
B1D6	FFFF	unsupported
B1D7	FFFF	unsupported
B1D8	FFFF	unsupported
B1D9	FFFF	unsupported
B1DA	FFFF	unsupported
B1DB	FFFF	unsupported
B1DC	FFFF	unsupported
B1DD	FFFF	unsupported
B1DE	FFFF	unsupported
B1DF	FFFF	unsupported
B1E0	FFFF	unsupported
B1E1	FFFF	unsupported
B1E2	FFFF	unsupported
B1E3	FFFF	unsupported
B1E4	FFFF	unsupported
B1E5	FFFF	unsupported
B1E6	FFFF	unsupported
B1E7	FFFF	unsupported
B1E8	FFFF	unsupported
B1E9	FFFF	unsupported
B1EA	FFFF	unsupported
B1EB	FFFF	unsupported
B1EC	FFFF	unsupported
B1ED	FFFF	unsupported
B1EE	FFFF	unsupported
B1EF	FFFF	unsupported
B1F0	FFFF	unsupported
B1F1	FFFF	unsupported
B1F2	FFFF	unsupported
B1F3	FFFF	unsupported
B1F4	FFFF	unsupported
B1F5	FFFF	unsupported
B1F6	FFFF	unsupported
B1F7	FFFF	unsupported
B1F8	FFFF	unsupported
B1F9	FFFF	unsupported
B1FA	FFFF	unsupported
B1FB	FFFF	unsupported
B1FC	FFFF	unsupported
B1FD	FFFF	unsupported
B1FE	FFFF	unsupported
B1FF	FFFF	unsupported
B200	FFFF	unsupported
B201	FFFF	unsupported
B202	FFFF	unsupported
B203	FFFF	unsupported
B204	FFFF	unsupported
B205	FFFF	unsupported
B206	FFFF	unsupported
B207	FFFF	unsupported
B208	FFFF	unsupported
B209	FFFF	unsupported
B20A	FFFF	unsupported
B20B	FFFF	unsupported
B20C	FFFF	unsupported
B20D	FFFF	unsupported
B20E	FFFF	unsupported
B20F	FFFF	unsupported
B210	FFFF	unsupported
B211	FFFF	unsupported
B212	FFFF	unsupported
B213	FFFF	unsupported
B214	FFFF	unsupported
B215	FFFF	unsupported
B216	FFFF	unsupported
B217	FFFF	unsupported
B218	FFFF	unsupported
B219	FFFF	unsupported
B21A	FFFF	unsupported
B21B	FFFF	unsupported
B21C	FFFF	unsupported
B21D	FFFF	unsupported
B21E	FFFF	unsupported
B21F	FFFF	unsupported
B220	FFFF	unsupported
B221	FFFF	unsupported
B222	FFFF	unsupported
B223	FFFF	unsupported
B224	FFFF	unsupported
B225	FFFF	unsupported
B226	FFFF	unsupported
B227	FFFF	unsupported
B228	FFFF	unsupported
B229	FFFF	unsupported
B22A	FFFF	unsupported
B22B	FFFF	unsupported
B22C	FFFF	unsupported
B22D	FFFF	unsupported
B22E	FFFF	unsupported
B22F	FFFF	unsupported
B230	FFFF	unsupported
B231	FFFF	unsupported
B232	FFFF	unsupported
B233	FFFF	unsupported
B234	FFFF	unsupported
B235	FFFF	unsupported
B236	FFFF	unsupported
B237	FFFF	unsupported
B238	FFFF	unsupported
B239	FFFF	unsupported
B23A	FFFF	unsupported
B23B	FFFF	unsupported
B23C	FFFF	unsupported
B23D	FFFF	unsupported
B23E	FFFF	unsupported
B23F	FFFF	unsupported
B240	FFFF	unsupported
B241	FFFF	unsupported
B242	FFFF	unsupported
B243	FFFF	unsupported
B244	FFFF	unsupported
B245	FFFF	unsupported
B246	FFFF	unsupported
B247	FFFF	unsupported
B248	FFFF	unsupported
B249	FFFF	unsupported
B24A	FFFF	unsupported
B24B	FFFF	unsupported
B24C	FFFF	unsupported
B24D	FFFF	unsupported
B24E	FFFF	unsupported
B24F	FFFF	unsupported
B250	FFFF	unsupported
B251	FFFF	unsupported
B252	FFFF	unsupported
B253	FFFF	unsupported
B254	FFFF	unsupported
B255	FFFF	unsupported
B256	FFFF	unsupported
B257	FFFF	unsupported
B258	FFFF	unsupported
B259	FFFF	unsupported
B25A	FFFF	unsupported
B25B	FFFF	unsupported
B25C	FFFF	unsupported
B25D	FFFF	unsupported
B25E	FFFF	unsupported
B25F	FFFF	unsupported
B260	FFFF	unsupported
B261	FFFF	unsupported
B262	FFFF	unsupported
B263	FFFF	unsupported
B264	FFFF	unsupported
B265	FFFF	unsupported
B266	FFFF	unsupported
B267	FFFF	unsupported
B268	FFFF	unsupported
B269	FFFF	unsupported
B26A	FFFF	unsupported
B26B	FFFF	unsupported
B26C	FFFF	unsupported
B26D	FFFF	unsupported
B26E	FFFF	unsupported
B26F	FFFF	unsupported
B270	FFFF	unsupported
B271	FFFF	unsupported
B272	FFFF	unsupported
B273	FFFF	unsupported
B274	FFFF	unsupported
B275	FFFF	unsupported
B276	FFFF	unsupported
B277	FFFF	unsupported
B278	FFFF	unsupported
B279	FFFF	unsupported
B27A	FFFF	unsupported
B27B	FFFF	unsupported
B27C	FFFF	unsupported
B27D	FFFF	unsupported
B27E	FFFF	unsupported
B27F	FFFF	unsupported
B280	FFFF	unsupported
B281	FFFF	unsupported
B282	FFFF	unsupported
B283	FFFF	unsupported
B284	FFFF	unsupported
B285	FFFF	unsupported
B286	FFFF	unsupported
B287	FFFF	unsupported
B288	FFFF	unsupported
B289	FFFF	unsupported
B28A	FFFF	unsupported
B28B	FFFF	unsupported
B28C	FFFF	unsupported
B28D	FFFF	unsupported
B28E	FFFF	unsupported
B28F	FFFF	unsupported
B290	FFFF	unsupported
B291	FFFF	unsupported
B292	FFFF	unsupported
B293	FFFF	unsupported
B294	FFFF	unsupported
B295	FFFF	unsupported
B296	FFFF	unsupported
B297	FFFF	unsupported
B298	FFFF	unsupported
B299	FFFF	unsupported
B29A	FFFF	unsupported
B29B	FFFF	unsupported
B29C	FFFF	unsupported
B29D	FFFF	unsupported
B29E	FFFF	unsupported
B29F	FFFF	unsupported
B2A0	FFFF	unsupported
B2A1	FFFF	unsupported
B2A2	FFFF	unsupported
B2A3	FFFF	unsupported
B2A4	FFFF	unsupported
B2A5	FFFF	unsupported
B2A6	FFFF	unsupported
B2A7	FFFF	unsupported
B2A8	FFFF	unsupported
B2A9	FFFF	unsupported
B2AA	FFFF	unsupported
B2AB	FFFF	unsupported
B2AC	FFFF	unsupported
B2AD	FFFF	unsupported
B2AE	FFFF	unsupported
B2AF	FFFF	unsupported
B2B0	FFFF	unsupported
B2B1	FFFF	unsupported
B2B2	FFFF	unsupported
B2B3	FFFF	unsupported
B2B4	FFFF	unsupported
B2B5	FFFF	unsupported
B2B6	FFFF	unsupported
B2B7	FFFF	unsupported
B2B8	FFFF	unsupported
B2B9	FFFF	unsupported
B2BA	FFFF	unsupported
B2BB	FFFF	unsupported
B2BC	FFFF	unsupported
B2BD	FFFF	unsupported
B2BE	FFFF	unsupported
B2BF	FFFF	unsupported
B2C0	FFFF	unsupported
B2C1	FFFF	unsupported
B2C2	FFFF	unsupported
B2C3	FFFF	unsupported
B2C4	FFFF	unsupported
B2C5	FFFF	unsupported
B2C6	FFFF	unsupported
B2C7	FFFF	unsupported
B2C8	FFFF	unsupported
B2C9	FFFF	unsupported
B2CA	FFFF	unsupported
B2CB	FFFF	unsupported
B2CC	FFFF	unsupported
B2CD	FFFF	unsupported
B2CE	FFFF	unsupported
B2CF	FFFF	unsupported
B2D0	FFFF	unsupported
B2D1	FFFF	unsupported
B2D2	FFFF	unsupported
B2D3	FFFF	unsupported
B2D4	FFFF	unsupported
B2D5	FFFF	unsupported
B2D6	FFFF	unsupported
B2D7	FFFF	unsupported
B2D8	FFFF	unsupported
B2D9	FFFF	unsupported
B2DA	FFFF	unsupported
B2DB	FFFF	unsupported
B2DC	FFFF	unsupported
B2DD	FFFF	unsupported
B2DE	FFFF	unsupported
B2DF	FFFF	unsupported
B2E0	FFFF	unsupported
B2E1	FFFF	unsupported
B2E2	FFFF	unsupported
B2E3	FFFF	unsupported
B2E4	FFFF	unsupported
B2E5	FFFF	unsupported
B2E6	FFFF	unsupported
B2E7	FFFF	unsupported
B2E8	FFFF	unsupported
B2E9	FFFF	unsupported
B2EA	FFFF	unsupported
B2EB	FFFF	unsupported
B2EC	FFFF	unsupported
B2ED	FFFF	unsupported
B2EE	FFFF	unsupported
B2EF	FFFF	unsupported
B2F0	FFFF	unsupported
B2F1	FFFF	unsupported
B2F2	FFFF	unsupported
B2F3	FFFF	unsupported
B2F4	FFFF	unsupported
B2F5	FFFF	unsupported
B2F6	FFFF	unsupported
B2F7	FFFF	unsupported
B2F8	FFFF	unsupported
B2F9	FFFF	unsupported
B2FA	FFFF	unsupported
B2FB	FFFF	unsupported
B2FC	FFFF	unsupported
B2FD	FFFF	unsupported
B2FE	FFFF	unsupported
B2FF	FFFF	unsupported
B300	FFFF	unsupported
B301	FFFF	unsupported
B302	FFFF	unsupported
B303	FFFF	unsupported
B304	FFFF	unsupported
B305	FFFF	unsupported
B306	FFFF	unsupported
B307	FFFF	unsupported
B308	FFFF	unsupported
B309	FFFF	unsupported
B30A	FFFF	unsupported
B30B	FFFF	unsupported
B30C	FFFF	unsupported
B30D	FFFF	unsupported
B30E	FFFF	unsupported
B30F	FFFF	unsupported
B310	FFFF	unsupported
B311	FFFF	unsupported
B312	FFFF	unsupported
B313	FFFF	unsupported
B314	FFFF	unsupported
B315	FFFF	unsupported
B316	FFFF	unsupported
B317	FFFF	unsupported
B318	FFFF	unsupported
B319	FFFF	unsupported
B31A	FFFF	unsupported
B31B	FFFF	unsupported
B31C	FFFF	unsupported
B31D	FFFF	unsupported
B31E	FFFF	unsupported
B31F	FFFF	unsupported
B320	FFFF	unsupported
B321	FFFF	unsupported
B322	FFFF	unsupported
B323	FFFF	unsupported
B324	FFFF	unsupported
B325	FFFF	unsupported
B326	FFFF	unsupported
B327	FFFF	unsupported
B328	FFFF	unsupported
B329	FFFF	unsupported
B32A	FFFF	unsupported
B32B	FFFF	unsupported
B32C	FFFF	unsupported
B32D	FFFF	unsupported
B32E	FFFF	unsupported
B32F	FFFF	unsupported
B330	FFFF	unsupported
B331	FFFF	unsupported
B332	FFFF	unsupported
B333	FFFF	unsupported
B334	FFFF	unsupported
B335	FFFF	unsupported
B336	FFFF	unsupported
B337	FFFF	unsupported
B338	FFFF	unsupported
B339	FFFF	unsupported
B33A	FFFF	unsupported
B33B	FFFF	unsupported
B33C	FFFF	unsupported
B33D	FFFF	unsupported
B33E	FFFF	unsupported
B33F	FFFF	unsupported
B340	FFFF	unsupported
B341	FFFF	unsupported
B342	FFFF	unsupported
B343	FFFF	unsupported
B344	FFFF	unsupported
B345	FFFF	unsupported
B346	FFFF	unsupported
B347	FFFF	unsupported
B348	FFFF	unsupported
B349	FFFF	unsupported
B34A	FFFF	unsupported
B34B	FFFF	unsupported
B34C	FFFF	unsupported
B34D	FFFF	unsupported
B34E	FFFF	unsupported
B34F	FFFF	unsupported
B350	FFFF	unsupported
B351	FFFF	unsupported
B352	FFFF	unsupported
B353	FFFF	unsupported
B354	FFFF	unsupported
B355	FFFF	unsupported
B356	FFFF	unsupported
B357	FFFF	unsupported
B358	FFFF	unsupported
B359	FFFF	unsupported
B35A	FFFF	unsupported
B35B	FFFF	unsupported
B35C	FFFF	unsupported
B35D	FFFF	unsupported
B35E	FFFF	unsupported
B35F	FFFF	unsupported
B360	FFFF	unsupported
B361	FFFF	unsupported
B362	FFFF	unsupported
B363	FFFF	unsupported
B364	FFFF	unsupported
B365	FFFF	unsupported
B366	FFFF	unsupported
B367	FFFF	unsupported
B368	FFFF	unsupported
B369	FFFF	unsupported
B36A	FFFF	unsupported
B36B	FFFF	unsupported
B36C	FFFF	unsupported
B36D	FFFF	unsupported
B36E	FFFF	unsupported
B36F	FFFF	unsupported
B370	FFFF	unsupported
B371	FFFF	unsupported
B372	FFFF	unsupported
B373	FFFF	unsupported
B374	FFFF	unsupported
B375	FFFF	unsupported
B376	FFFF	unsupported
B377	FFFF	unsupported
B378	FFFF	unsupported
B379	FFFF	unsupported
B37A	FFFF	unsupported
B37B	FFFF	unsupported
B37C	FFFF	unsupported
B37D	FFFF	unsupported
B37E	FFFF	unsupported
B37F	FFFF	unsupported
B380	FFFF	unsupported
B381	FFFF	unsupported
B382	FFFF	unsupported
B383	FFFF	unsupported
B384	FFFF	unsupported
